序号,土壤温度,土壤湿度,PH值,空气温度,空气湿度,光照强度,二氧化碳,氮,麟,钾
1566,2.8,21.8,6.7,3.6,99.4,0,680,8,23,27
1567,2.8,21.8,6.7,3.9,99.4,0,575,8,23,27
1568,3.1,21.7,6.7,4.0,99.5,0,570,8,23,27
1569,2.9,22.0,6.7,4.6,99.6,0,568,8,23,27
1570,3.1,21.7,6.7,5.6,99.9,709,471,8,23,27
1571,3.1,22.0,6.7,2.6,95.0,709,419,8,23,27
1572,3.1,21.8,6.7,4.7,99.9,322,437,8,23,27
1573,3.2,22.0,6.7,4.0,99.8,0,523,8,24,28
1574,3.1,21.8,6.7,4.0,99.8,0,459,8,24,28
1575,,,,4.0,99.7,0,500,8,24,28
1576,3.3,21.9,6.7,4.1,99.7,0,453,8,23,28
1577,3.2,21.9,6.7,5.4,99.9,322,623,8,24,28
1578,3.3,21.8,6.7,3.7,99.5,0,531,8,24,28
1579,3.5,21.9,6.7,4.0,99.4,0,633,8,24,28
1580,3.4,21.9,6.6,4.6,99.2,0,628,8,23,28
1581,3.3,21.7,6.7,4.8,99.2,0,586,8,24,28
1582,3.5,21.7,6.6,3.3,94.2,645,419,8,23,27
1583,3.5,21.9,6.7,5.0,99.0,0,599,8,23,28
1584,3.5,21.8,6.6,3.4,94.1,645,412,8,24,28
1585,3.5,21.9,6.5,5.5,98.9,64,654,8,24,28
1586,3.7,21.9,6.7,6.0,99.4,516,464,8,23,28
1587,3.6,21.9,6.6,3.8,99.5,0,537,8,23,27
1588,3.7,22.1,6.7,4.3,99.7,0,549,8,24,28
1589,3.7,21.8,6.6,5.3,99.7,0,585,8,24,28
1590,3.7,22.0,6.7,6.0,99.8,193,516,8,24,28
1591,3.7,22.0,6.7,3.8,94.0,516,428,8,24,28
1592,,,,4.5,99.8,774,492,8,24,28
1593,3.9,21.9,6.7,3.2,99.5,0,504,8,24,28
1594,3.9,21.8,6.7,3.5,99.6,0,538,8,24,28
1595,3.9,21.8,6.6,4.1,99.6,0,639,8,23,27
1596,3.9,22.1,6.7,4.9,99.8,258,532,8,24,28
1597,4.0,22.0,6.6,4.1,99.7,193,517,8,24,28
1598,4.0,21.9,6.7,3.7,99.5,0,759,8,24,28
1599,3.9,21.8,6.7,3.6,99.5,0,615,8,24,28
1600,4.0,22.0,6.7,3.6,99.5,0,632,8,24,28
1601,3.9,21.9,6.7,4.0,99.6,0,651,8,24,28
1602,4.1,21.9,6.6,4.4,99.6,0,568,8,24,28
1603,4.1,21.9,6.7,6.4,93.3,322,559,8,24,28
1604,3.9,22.0,6.5,7.5,88.3,774,511,8,24,28
1605,3.9,21.8,6.7,8.9,80.5,1096,438,8,24,28
1606,4.1,22.0,6.7,3.3,92.7,838,448,8,24,29
1607,,,,-0.4,97.7,0,452,8,24,28
1608,,,,-2.2,96.5,0,448,8,24,28
1609,4.0,22.0,6.6,3.4,96.9,64,546,8,24,28
1610,,,,3.2,98.6,0,463,8,24,28
1611,,,,2.8,99.2,0,438,8,24,28
1612,,,,2.3,99.3,0,448,8,24,28
1613,,,,2.8,99.7,0,459,8,24,28
1614,,,,2.9,99.8,0,469,8,24,28
1615,,,,2.8,99.8,0,466,8,24,28
1616,,,,3.4,99.9,193,474,8,24,28
1617,,,,4.0,99.1,322,493,8,24,28
1618,,,,6.1,95.1,516,483,8,24,28
1619,,,,6.0,95.5,322,479,8,24,28
1620,,,,4.0,99.1,0,466,8,24,28
1621,,,,3.5,99.7,0,476,8,24,28
1622,,,,6.5,94.6,774,484,8,24,28
1623,,,,6.2,93.4,193,473,8,24,28
1624,,,,5.1,96.5,0,450,8,24,28
1625,,,,4.3,95.9,0,456,8,24,28
1626,,,,4.1,96.1,0,469,8,24,28
1627,,,,4.1,96.1,0,465,8,24,28
1628,,,,5.3,96.1,516,485,8,24,28
1629,,,,6.8,92.6,387,422,8,24,28
1630,,,,6.1,95.0,193,455,8,24,28
1631,,,,4.2,98.9,0,462,8,24,28
1632,,,,7.1,95.4,1096,483,8,24,28
1633,,,,2.1,98.9,0,425,8,24,28
1634,,,,1.4,99.0,0,455,8,24,28
1635,,,,3.2,99.6,0,492,8,24,28
1636,,,,5.6,97.2,0,461,8,24,28
1637,,,,4.9,97.8,0,433,8,24,28
1638,,,,6.0,96.5,516,450,8,24,28
1639,,,,9.1,71.7,516,397,8,24,28
1640,,,,4.1,86.4,0,411,8,24,28
1641,,,,0.8,96.3,0,430,8,24,28
1642,,,,0.4,96.9,0,428,8,24,28
1643,,,,-1.7,96.7,0,432,8,24,28
1644,,,,-2.0,96.1,0,433,8,24,28
1645,,,,-2.5,96.6,0,428,8,24,28
1646,,,,-2.8,95.8,0,439,8,24,28
1647,,,,-3.0,96.0,0,431,8,24,28
1648,,,,2.9,92.1,709,442,8,24,28
1649,,,,5.6,86.0,193,412,8,24,28
1650,,,,1.9,95.2,0,426,8,24,28
1651,,,,1.5,95.9,0,429,8,24,28
1652,,,,-0.9,97.2,0,444,8,24,28
1653,,,,-1.6,96.9,0,441,8,24,28
1654,,,,-1.7,97.0,0,439,8,24,28
1655,4.1,22.0,6.7,3.3,96.9,0,512,8,24,28
1656,4.0,21.8,6.7,3.2,96.8,0,479,8,24,28
1657,4.0,22.0,6.6,4.7,97.0,451,575,8,24,28
1658,4.1,21.8,6.7,2.7,98.3,0,458,8,24,28
1659,4.0,22.0,6.7,2.7,97.7,0,462,8,24,28
1660,4.0,21.7,6.6,2.9,97.4,0,443,8,24,28
1661,4.0,21.9,6.7,3.1,96.5,0,453,8,24,28
1662,4.0,21.8,6.7,3.0,96.9,0,455,8,24,28
1663,4.0,21.9,6.7,3.0,96.9,0,454,8,24,28
1664,3.9,21.9,6.6,2.9,97.3,0,440,8,24,28
1665,,,,2.8,97.7,0,444,8,24,28
1666,3.9,21.8,6.7,2.8,97.7,0,449,8,24,28
1667,3.9,21.9,6.7,2.7,98.0,0,447,8,24,28
1668,4.0,21.9,6.7,2.7,97.8,0,446,8,24,28
1669,3.9,22.0,6.7,2.7,98.0,0,455,8,24,28
1670,3.9,21.9,6.7,2.8,98.1,0,482,8,24,28
1671,4.0,21.9,6.7,2.7,97.6,0,440,8,24,28
1672,4.0,22.0,6.7,2.6,97.6,0,449,8,24,28
1673,3.9,21.8,6.6,2.7,98.0,0,457,8,24,28
1674,4.0,21.8,6.7,2.7,98.2,0,471,8,24,28
1675,3.9,21.9,6.6,2.7,97.9,0,454,8,24,28
1676,3.9,21.9,6.6,2.7,98.1,0,462,8,24,28
1677,,,,2.8,98.2,0,459,8,24,28
1678,3.9,21.8,6.7,2.8,98.2,0,451,8,24,28
1679,3.9,22.0,6.7,2.9,98.2,0,454,8,24,28
1680,3.9,21.9,6.7,2.8,98.3,0,457,8,24,28
1681,4.0,21.7,6.7,2.9,98.2,0,436,8,24,28
1682,4.1,21.8,6.6,3.0,98.1,0,437,8,24,28
1683,4.0,21.9,6.7,3.0,98.0,0,442,8,24,28
1684,3.9,22.0,6.6,2.9,98.1,0,445,8,24,28
1685,4.0,22.0,6.7,2.8,98.2,0,446,8,24,28
1686,3.9,22.0,6.7,3.0,98.3,64,462,8,23,27
1687,,,,3.2,98.4,129,466,8,24,28
1688,4.0,21.9,6.7,3.4,98.5,193,475,8,24,28
1689,,,,3.6,98.6,193,506,8,24,28
1690,4.2,21.9,6.7,4.0,98.4,322,519,8,24,28
1691,4.3,22.1,6.6,4.2,98.0,387,501,8,24,28
1692,4.4,21.9,6.7,4.3,97.4,322,488,8,24,28
1693,4.4,22.1,6.7,4.3,97.8,322,625,8,24,28
1694,4.6,21.9,6.7,4.8,96.4,322,454,8,24,28
1695,4.8,22.1,6.7,4.8,96.8,516,465,8,24,29
1696,4.9,21.9,6.7,5.0,96.7,516,642,8,24,28
1697,4.9,22.0,6.7,5.3,96.6,516,681,8,24,29
1698,4.9,22.1,6.6,5.2,96.5,322,559,8,24,28
1699,5.0,22.2,6.7,5.0,97.0,322,550,8,25,29
1700,5.1,22.0,6.7,5.0,97.3,258,556,8,25,29
1701,5.1,22.1,6.7,4.8,97.7,193,585,8,24,29
1702,5.1,22.0,6.6,4.6,98.1,129,571,8,24,29
1703,5.1,21.9,6.7,4.5,98.4,64,562,8,24,29
1704,5.0,22.0,6.6,3.5,97.7,0,450,8,24,29
1705,4.8,21.7,6.6,2.8,98.9,0,440,8,24,28
1706,4.6,21.8,6.7,2.9,99.0,0,444,8,24,28
1707,,,,2.4,99.2,0,435,8,24,28
1708,4.3,21.7,6.5,2.7,99.4,0,446,8,24,28
1709,4.4,21.9,6.7,2.6,99.5,0,451,8,24,28
1710,4.3,21.9,6.7,2.4,99.5,0,449,8,24,28
1711,4.3,21.9,6.7,2.3,99.6,0,463,8,24,28
1712,4.1,21.9,6.7,2.6,99.6,0,457,8,24,28
1713,4.2,21.8,6.7,2.7,99.6,0,461,8,24,28
1714,4.2,21.9,6.7,2.8,99.7,0,462,8,24,28
1715,4.1,21.8,6.7,2.8,99.7,0,452,8,24,28
1716,4.2,21.7,6.7,2.8,99.7,0,463,8,24,28
1717,4.2,21.9,6.7,2.9,99.7,0,455,8,24,28
1718,4.2,22.0,6.6,2.7,99.8,0,462,8,24,28
1719,4.3,21.9,6.7,2.5,99.7,0,472,8,24,28
1720,4.2,22.0,6.7,2.6,99.8,0,455,8,24,28
1721,4.1,21.7,6.7,2.7,99.8,0,450,8,24,28
1722,4.2,22.0,6.7,2.8,99.8,0,445,8,24,28
1723,4.1,21.9,6.7,2.7,99.8,0,460,8,24,28
1724,4.2,21.8,6.7,2.8,99.8,0,464,8,24,28
1725,4.2,21.9,6.7,2.8,99.8,0,467,8,24,28
1726,4.1,22.1,6.7,3.1,99.8,64,477,8,24,28
1727,,,,3.8,99.2,193,473,8,24,28
1728,4.4,21.9,6.7,4.3,99.5,387,445,8,24,28
1729,4.6,22.0,6.7,4.6,98.8,516,459,8,24,29
1730,5.6,22.1,6.6,4.8,98.5,516,639,8,24,28
1731,4.8,22.1,6.7,5.0,98.1,580,548,8,24,29
1732,5.0,21.9,6.7,5.2,97.7,645,520,8,24,29
1733,5.5,22.2,6.7,5.5,97.1,709,514,8,25,29
1734,5.1,21.9,6.7,5.8,95.5,709,496,8,24,29
1735,5.3,22.1,6.6,6.0,95.6,709,481,8,25,29
1736,5.4,22.0,6.7,6.1,95.0,0,463,8,25,29
1737,5.5,21.9,6.7,6.0,94.8,0,456,8,25,29
1738,,,,5.8,96.8,193,554,8,25,29
1739,5.7,22.2,6.7,5.5,97.1,129,560,8,25,29
1740,5.7,21.9,6.6,5.2,98.0,64,549,8,25,29
1741,5.7,22.0,6.5,4.9,97.4,0,461,8,25,29
1742,5.5,22.1,6.7,4.7,97.4,0,454,8,24,29
1743,5.4,21.9,6.7,4.4,97.5,0,465,8,24,28
1744,5.3,22.0,6.7,4.3,97.5,0,461,8,25,29
1745,5.3,21.9,6.6,4.3,97.8,0,452,8,24,29
1746,5.2,22.1,6.7,4.2,98.1,0,454,8,25,29
1747,5.2,21.8,6.7,4.1,98.2,0,466,8,24,29
1748,5.2,21.9,6.7,4.1,98.3,0,461,8,24,29
1749,,,,4.1,98.5,0,466,8,24,29
1750,5.2,21.9,6.7,4.1,98.7,0,468,8,24,29
1751,5.1,22.1,6.5,3.9,98.7,0,460,8,24,29
1752,5.1,21.9,6.7,3.8,98.8,0,463,8,24,29
1753,,,,3.8,99.0,0,467,8,24,29
1754,5.0,21.9,6.7,3.7,99.1,0,461,8,24,29
1755,5.1,22.0,6.7,3.7,99.3,0,463,8,24,29
1756,5.0,21.9,6.7,3.8,99.3,0,460,8,25,29
1757,4.9,22.0,6.6,3.9,99.2,0,455,8,24,29
1758,5.1,22.0,6.7,3.9,98.8,0,463,8,24,28
1759,4.9,22.0,6.7,3.9,98.8,0,459,8,24,29
1760,,,,3.9,98.9,0,467,8,24,29
1761,5.0,21.9,6.7,3.8,99.1,0,475,8,24,28
1762,5.0,22.1,6.7,3.6,99.1,0,463,8,24,29
1763,4.8,21.9,6.6,3.6,99.3,0,474,8,24,28
1764,4.7,21.9,6.7,3.4,99.5,0,464,8,24,29
1765,4.9,21.8,6.7,3.4,99.6,0,473,8,24,28
1766,4.9,22.0,6.7,3.3,99.6,0,465,8,24,29
1767,4.7,22.1,6.6,3.6,99.8,0,479,8,24,28
1768,4.8,22.0,6.7,3.7,99.8,64,477,8,24,29
1769,4.9,22.1,6.7,4.0,99.8,129,489,8,24,29
1770,4.8,22.1,6.7,4.4,99.7,193,495,8,24,29
1771,,,,4.8,99.5,322,525,8,24,28
1772,5.0,22.0,6.6,5.2,99.1,645,625,8,24,29
1773,5.2,22.2,6.7,5.6,97.1,516,518,8,24,29
1774,5.2,22.1,6.7,5.8,95.3,709,479,8,25,29
1775,5.6,22.0,6.7,6.2,94.8,838,475,8,25,29
1776,5.8,22.0,6.7,6.5,94.2,580,506,8,25,29
1777,5.9,22.1,6.7,6.6,94.9,838,514,8,25,29
1778,6.0,22.0,6.7,6.7,95.1,580,477,8,25,29
1779,6.2,22.2,6.7,6.6,95.2,516,470,8,25,29
1780,6.2,22.0,6.6,6.5,92.2,387,462,8,25,29
1781,6.2,21.9,6.7,6.4,94.1,258,485,8,25,29
1782,6.1,22.3,6.6,6.0,96.0,193,455,8,25,29
1783,6.2,22.2,6.7,5.7,97.1,129,475,8,25,30
1784,6.0,21.9,6.7,5.4,96.9,0,472,8,25,30
1785,5.9,22.1,6.6,4.9,97.1,0,465,8,25,29
1786,5.8,21.9,6.7,4.9,97.6,0,472,8,25,29
1787,5.7,22.1,6.7,4.7,97.8,0,467,8,24,29
1788,,,,4.7,98.0,0,471,8,25,29
1789,5.7,22.1,6.7,4.9,96.0,0,483,8,24,29
1790,5.7,22.1,6.7,4.7,95.4,0,458,8,25,29
1791,5.6,22.1,6.7,4.7,95.0,0,461,8,25,29
1792,,,,4.5,97.0,0,458,8,24,29
1793,,,,4.4,97.2,0,462,8,25,29
1794,5.6,21.9,6.7,4.6,96.1,0,490,8,25,29
1795,5.5,21.9,6.6,4.5,95.3,0,476,8,24,29
1796,5.5,22.1,6.5,4.4,96.1,0,460,8,24,29
1797,5.4,21.9,6.7,4.2,96.8,0,448,8,25,29
1798,,,,4.0,97.4,0,444,8,25,29
1799,5.4,21.9,6.5,4.1,98.0,0,456,8,24,29
1800,5.4,22.0,6.6,4.1,98.0,0,453,8,24,29
1801,5.4,22.0,6.7,3.9,98.1,0,461,8,25,29
1802,5.3,22.1,6.7,4.2,97.0,0,500,8,24,29
1803,6.3,22.1,6.7,4.3,96.3,0,477,8,24,29
1804,5.5,22.1,6.7,4.3,95.9,0,458,8,24,29
1805,5.3,22.0,6.7,4.3,96.4,0,467,8,25,29
1806,5.4,21.9,6.7,4.2,96.2,0,459,8,24,29
1807,5.4,22.1,6.6,4.1,96.1,0,451,8,24,29
1808,5.3,21.9,6.7,4.1,95.9,0,476,8,24,29
1809,5.3,21.8,6.7,4.1,96.3,0,476,8,24,29
1810,5.3,22.0,6.6,4.3,96.7,129,464,8,24,29
1811,5.3,21.9,6.7,4.5,96.8,193,462,8,24,29
1812,5.3,22.1,6.6,4.8,97.3,258,464,8,24,29
1813,5.3,22.1,6.7,5.0,97.0,322,544,8,24,29
1814,5.5,22.1,6.6,5.5,94.7,516,493,8,24,29
1815,5.6,22.0,6.7,5.6,94.2,516,477,8,24,29
1816,5.6,22.0,6.7,5.6,93.5,451,463,8,25,29
1817,5.7,22.1,6.7,6.0,94.5,774,464,8,25,29
1818,5.9,22.0,6.5,5.9,93.5,516,453,8,25,29
1819,5.9,22.0,6.7,6.1,95.0,516,464,8,25,29
1820,6.4,22.3,6.6,5.9,94.5,516,473,8,25,29
1821,6.1,22.1,6.6,6.2,89.6,774,456,8,25,29
1822,6.1,22.0,6.6,6.7,91.7,1096,467,8,25,29
1823,6.3,22.3,6.7,6.9,93.3,967,473,8,24,29
1824,6.4,22.1,6.7,6.3,93.3,193,433,8,25,30
1825,6.4,22.0,6.7,5.6,93.4,0,447,8,25,30
1826,6.3,22.1,6.7,5.2,93.1,0,443,8,25,29
1827,6.1,22.0,6.6,5.0,94.3,0,439,8,25,29
1828,,,,4.9,95.0,0,432,8,25,29
1829,5.9,22.0,6.6,4.8,95.6,0,437,8,25,29
1830,5.9,21.9,6.7,4.8,95.7,0,442,8,25,29
1831,,,,4.8,95.3,0,437,8,25,29
1832,5.9,22.1,6.7,4.7,95.2,0,424,8,25,29
1833,5.8,22.0,6.7,4.6,96.5,0,440,8,25,29
1834,5.8,21.9,6.7,4.5,96.6,0,432,8,25,29
1835,5.8,22.0,6.6,4.5,96.9,0,437,8,25,29
1836,5.7,22.0,6.7,4.5,97.3,0,457,8,25,29
1837,,,,4.4,97.2,0,434,8,25,29
1838,5.6,21.9,6.7,4.3,96.9,0,430,8,25,29
1839,,,,4.4,97.6,0,444,8,25,29
1840,5.6,22.0,6.6,4.3,97.3,0,435,8,24,28
1841,5.6,21.9,6.7,4.4,97.4,0,444,8,24,29
1842,5.6,22.1,6.7,4.4,97.1,0,447,8,24,29
1843,5.5,22.0,6.7,4.4,97.4,0,441,8,25,29
1844,5.6,21.9,6.5,4.4,97.3,0,437,8,24,29
1845,5.6,21.9,6.7,4.3,97.2,0,439,8,24,29
1846,5.4,22.1,6.7,4.3,98.2,0,463,8,24,29
1847,5.5,22.0,6.7,4.2,99.1,0,479,8,24,29
1848,5.4,21.9,6.7,4.1,99.3,0,466,8,24,29
1849,5.5,22.1,6.7,4.1,99.4,0,446,8,24,29
1850,,,,4.2,99.5,0,452,8,24,29
1851,5.5,21.9,6.7,4.0,99.5,0,440,8,24,29
1852,5.3,21.9,6.7,4.1,99.6,0,459,8,24,29
1853,,,,4.2,99.7,64,456,8,24,29
1854,5.5,22.1,6.7,4.5,99.7,129,464,8,24,29
1855,5.3,22.1,6.5,4.9,99.8,193,496,8,24,29
1856,5.5,22.0,6.7,5.2,99.8,451,515,8,24,29
1857,5.5,21.9,6.6,5.6,99.6,645,612,8,24,29
1858,6.1,22.4,6.7,6.1,99.2,903,589,8,25,29
1859,5.8,22.1,6.7,6.7,97.4,967,569,8,25,29
1860,6.3,22.2,6.7,7.7,92.7,1419,442,8,25,30
1861,6.6,22.1,6.6,8.2,91.1,1483,435,8,25,30
1862,6.8,22.1,6.6,8.4,87.6,1483,426,8,25,30
1863,,,,8.6,90.2,1354,422,8,25,30
1864,7.1,22.4,6.6,8.6,87.0,1290,417,8,25,30
1865,7.3,22.5,6.7,9.0,86.8,1032,438,7,26,30
1866,7.4,22.3,6.6,7.9,91.6,774,433,7,25,30
1867,7.4,22.4,6.6,7.3,93.0,0,474,7,25,30
1868,7.2,22.0,6.7,7.2,94.8,580,453,7,25,30
1869,7.2,22.4,6.6,7.1,95.6,322,500,7,25,30
1870,7.2,22.3,6.7,6.7,95.5,129,482,7,25,30
1871,7.0,22.1,6.7,5.2,95.5,0,421,8,25,30
1872,6.8,22.0,6.5,3.8,97.8,0,427,8,25,29
1873,6.4,22.0,6.7,3.3,98.3,0,421,8,25,29
1874,6.4,22.0,6.7,2.9,98.6,0,426,8,25,29
1875,6.1,21.9,6.7,2.3,98.5,0,429,8,25,29
1876,5.9,21.9,6.7,2.5,98.8,0,433,8,25,29
1877,5.6,21.9,6.7,2.5,99.1,0,426,8,24,29
1878,5.5,21.7,6.6,1.9,99.1,0,432,8,24,28
1879,5.3,21.7,6.7,1.4,99.0,0,436,8,24,28
1880,5.2,21.9,6.7,1.2,99.0,0,440,8,24,28
1881,5.0,21.7,6.7,1.3,99.0,0,437,8,24,28
1882,4.5,21.7,6.7,0.7,98.9,0,430,8,24,28
1883,4.7,21.8,6.7,0.7,98.5,0,437,8,24,28
1884,4.7,21.9,6.7,1.5,98.9,0,430,8,24,28
1885,4.7,21.8,6.7,1.3,98.6,0,437,8,24,28
1886,4.7,21.8,6.7,1.9,98.8,0,445,8,24,28
1887,4.7,21.7,6.7,1.5,99.0,0,459,8,24,28
1888,4.6,21.9,6.7,1.6,99.1,0,460,8,24,28
1889,4.5,21.9,6.6,1.6,99.0,0,461,8,24,28
1890,4.6,21.7,6.7,2.5,99.4,0,449,8,24,28
1891,4.6,21.9,6.7,2.9,99.4,0,463,8,24,28
1892,4.7,22.0,6.6,2.8,99.5,0,447,8,24,28
1893,4.7,21.7,6.7,3.1,99.5,0,458,8,24,28
1894,4.8,21.9,6.7,3.2,99.6,0,490,8,24,28
1895,4.8,21.9,6.6,3.2,99.6,0,455,8,24,28
1896,4.8,22.0,6.7,3.5,99.7,64,479,8,24,28
1897,4.8,21.9,6.7,3.8,99.7,193,465,8,24,29
1898,5.0,22.0,6.7,4.1,99.7,258,447,8,24,28
1899,5.0,21.9,6.5,4.6,99.6,451,455,8,24,28
1900,5.2,21.9,6.7,4.8,98.8,580,451,8,24,29
1901,,,,5.2,97.9,709,439,8,24,28
1902,5.4,22.2,6.5,5.5,96.5,580,434,8,24,28
1903,,,,5.6,94.6,709,421,8,24,29
1904,5.6,22.0,6.7,6.0,93.7,838,427,8,24,29
1905,4.7,21.7,6.7,6.7,93.7,1096,424,8,24,29
1906,6.0,22.0,6.7,7.5,92.8,1290,451,8,25,29
1907,6.3,22.4,6.7,8.1,92.8,1290,499,8,25,29
1908,6.5,22.3,6.6,7.5,90.2,967,444,8,25,29
1909,4.7,21.8,6.7,7.5,90.9,709,450,8,25,30
1910,6.8,22.4,6.5,7.2,92.1,709,447,8,25,29
1911,6.7,22.4,6.6,7.2,94.6,451,513,8,25,29
1912,6.7,22.2,6.5,6.8,95.2,193,474,8,25,29
1913,6.7,22.2,6.7,6.4,96.3,129,529,8,25,29
1914,2.7,21.6,6.7,6.2,97.4,0,517,8,25,29
1915,6.4,22.2,6.7,5.9,96.9,0,474,8,25,29
1916,6.5,21.9,6.6,5.6,96.5,0,448,8,25,29
1917,6.5,21.9,6.7,5.6,96.9,0,450,8,25,29
1918,6.3,21.9,6.7,5.4,97.1,0,445,8,25,29
1919,6.3,21.9,6.7,5.3,97.9,0,457,8,25,29
1920,6.2,22.1,6.6,5.1,98.0,0,439,8,24,29
1921,6.1,21.9,6.7,5.1,98.0,0,441,8,25,29
1922,6.0,22.0,6.7,4.9,98.0,0,435,8,25,29
1923,6.0,22.1,6.5,4.9,98.0,0,451,8,24,29
1924,6.0,21.9,6.7,4.9,98.0,0,451,8,24,29
1925,2.8,21.7,6.7,5.2,96.8,0,439,8,25,29
1926,3.3,21.7,6.7,4.9,97.5,0,436,8,24,29
1927,5.9,21.8,6.7,5.0,97.2,0,441,8,24,29
1928,5.9,21.9,6.7,4.9,97.6,0,440,8,25,29
1929,6.0,21.9,6.7,5.1,97.3,0,440,8,24,29
1930,5.9,22.0,6.7,5.2,96.8,0,439,8,25,29
1931,5.9,22.0,6.7,5.1,97.2,0,444,8,24,29
1932,5.9,22.1,6.6,4.8,97.7,0,454,8,24,29
1933,3.4,21.5,6.6,4.7,98.3,0,453,8,24,28
1934,5.9,21.9,6.7,4.7,98.7,0,455,8,24,29
1935,5.9,22.0,6.7,4.6,98.6,0,453,8,24,29
1936,5.9,22.0,6.7,4.5,99.0,0,450,8,24,29
1937,5.8,22.0,6.7,4.5,99.1,0,463,8,24,28
1938,5.7,21.9,6.7,4.5,99.2,0,469,8,24,28
1939,5.2,21.7,6.7,4.4,99.4,0,447,8,24,29
1940,5.8,21.8,6.7,4.3,99.4,0,456,8,24,29
1941,5.7,22.1,6.6,4.4,99.6,0,457,8,24,28
1942,5.7,22.0,6.6,4.6,99.6,64,453,8,24,29
1943,5.7,21.9,6.6,5.0,99.5,193,495,8,24,29
1944,5.8,22.0,6.6,5.3,99.3,258,472,8,24,29
1945,5.9,22.1,6.7,5.7,98.8,387,490,8,24,28
1946,6.0,22.1,6.6,6.7,96.5,838,504,8,25,29
1947,6.3,22.0,6.7,7.4,94.9,1096,484,8,25,29
1948,6.5,22.3,6.5,9.9,65.9,1225,428,8,25,29
1949,7.0,22.3,6.6,10.3,72.5,1161,403,8,25,30
1950,7.4,22.4,6.7,11.1,74.1,1225,398,8,25,30
1951,7.6,22.5,6.5,11.6,67.7,1161,393,8,25,30
1952,7.8,22.3,6.7,11.7,63.8,1096,395,7,26,30
1953,8.0,22.4,6.7,11.2,66.2,1096,390,7,26,30
1954,8.2,22.2,6.6,11.0,74.4,1032,391,7,26,30
1955,7.4,22.0,6.6,10.5,70.5,0,395,7,25,30
1956,8.2,22.2,6.6,9.2,77.6,709,397,7,26,30
1957,8.1,22.3,6.6,7.4,89.8,322,420,8,25,30
1958,7.9,22.0,6.6,5.9,88.4,193,440,8,25,30
1959,7.2,22.0,6.7,3.1,90.1,0,408,8,25,29
1960,6.7,21.9,6.7,2.9,89.9,0,414,8,25,29
1961,6.4,21.7,6.7,1.9,94.1,0,418,8,24,29
1962,6.2,21.7,6.7,1.4,94.9,0,420,8,24,29
1963,5.4,21.9,6.6,0.9,96.9,0,427,8,24,28
1964,5.1,21.6,6.7,-0.2,97.0,0,425,8,24,28
1965,3.9,21.7,6.7,-0.2,97.2,0,428,8,24,28
1966,4.7,21.6,6.7,-0.6,97.5,0,430,8,24,28
1967,4.5,21.7,6.7,-0.6,97.4,0,426,8,23,28
1968,4.4,21.7,6.6,-1.1,96.4,0,430,8,23,27
1969,4.3,21.6,6.7,-1.1,97.0,0,432,9,23,27
1970,4.2,21.6,6.6,-1.2,97.0,0,426,9,23,27
1971,3.9,21.7,6.7,-1.5,97.1,0,429,9,23,27
1972,3.6,21.6,6.6,-2.1,96.0,0,430,9,23,27
1973,3.2,21.6,6.6,-2.7,95.4,0,430,9,23,26
1974,3.1,21.4,6.7,-2.8,95.7,0,433,9,23,27
1975,3.1,21.6,6.6,-2.7,95.5,0,435,9,23,27
1976,2.9,21.5,6.7,-2.7,95.7,0,431,9,23,27
1977,2.8,21.6,6.7,-2.7,95.9,0,437,9,23,26
1978,2.7,21.5,6.7,-3.0,94.4,0,437,9,23,27
1979,2.7,21.5,6.7,-2.7,95.8,129,433,9,23,27
1980,2.7,21.6,6.7,-1.2,97.2,258,435,9,23,26
1981,3.3,21.7,6.7,-0.2,97.0,516,434,9,23,26
1982,2.8,21.8,6.7,0.8,95.8,838,435,9,23,27
1983,3.1,21.7,6.7,1.9,94.0,1096,457,9,23,27
1984,3.5,21.9,6.7,4.6,89.9,1290,451,9,23,27
1985,3.9,21.9,6.7,5.4,85.2,1225,426,8,23,27
1986,4.3,22.0,6.7,6.1,86.4,1161,422,8,23,27
1987,4.8,22.0,6.6,7.1,81.0,1225,440,8,23,28
1988,5.2,22.4,6.7,7.9,82.1,1225,419,8,24,28
1989,5.5,22.4,6.7,8.2,77.2,1225,433,8,24,29
1990,5.4,21.7,6.7,8.4,77.1,1096,439,8,24,29
1991,5.6,21.9,6.7,7.9,86.2,1096,440,8,25,29
1992,6.4,22.2,6.6,8.1,84.9,967,452,8,25,29
1993,6.4,22.1,6.7,7.6,87.3,838,456,8,24,29
1994,6.7,22.0,6.7,7.0,88.1,645,424,8,25,29
1995,6.5,22.1,6.7,6.1,90.8,0,455,8,25,30
1996,6.2,21.8,6.7,4.1,90.9,64,417,8,24,29
1997,5.9,21.9,6.7,2.1,93.6,0,432,8,24,28
1998,5.0,21.9,6.7,1.1,96.3,0,430,8,24,28
1999,4.9,21.6,6.6,0.5,96.2,0,433,8,24,28
2000,4.7,21.5,6.7,0.0,97.3,0,434,8,23,27
2001,4.5,21.6,6.6,0.0,97.7,0,438,8,23,27
2002,4.3,21.5,6.7,-0.4,97.6,0,435,8,23,28
2003,4.1,21.6,6.7,-0.6,97.5,0,444,9,23,27
2004,3.9,21.8,6.7,-0.8,97.3,0,441,9,23,27
2005,3.9,21.6,6.6,-1.1,97.3,0,439,9,23,27
